id,month,day,year,description,amount,category,account,debit_or_credit,original_description,note,p_guid
0000014572407fdd735adeed0010003200ab00a6,11,6,2013,Nsf Paid For,84,Mortgage & Rent,SHARE DRAFT NO MIN,debit,,,
0000014572407fdd735adeee0010003200ab00a6,11,6,2013,Walkers,47.88,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407fdd735adeef0010003200ab00a6,11,6,2013,Chick-Fil-A,11.68,Fast Food,CREDIT CARD,debit,,,
0000014572407fdd735adef00010003200ab00a6,11,6,2013,Gold's Gym,27.78,Gym,CREDIT CARD,debit,,,
0000014572407fdd735adef10010003200ab00a6,11,5,2013,Big Lots,6.41,Shopping,Discover :,debit,,,
0000014572407fdd735adef20010003200ab00a6,11,5,2013,Chevron,41.4,Gas & Fuel,Discover :,debit,,,
0000014572407fdd735adef30010003200ab00a6,11,5,2013,Smith's Food,6.68,Groceries,Discover :,debit,,,
0000014572407fde568ff5d20010003200ab00a6,11,5,2013,Macy's,10.79,Clothing,Discover :,debit,,,
0000014572407fde568ff5d30010003200ab00a6,11,5,2013,Transfer to CREDIT CARD,393.43,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fde568ff5d40010003200ab00a6,11,5,2013,Target,32,Shopping,CREDIT CARD,debit,,,
0000014572407fde568ff5d50010003200ab00a6,11,5,2013,Jason Deli,7.86,Restaurants,CREDIT CARD,debit,,,
0000014572407fde568ff5d60010003200ab00a6,11,5,2013,Smith's Food,5.22,Groceries,CREDIT CARD,debit,,,
0000014572407fde568ff5d70010003200ab00a6,11,4,2013,Wal-Mart,31.18,Shopping,Discover :,debit,,,
0000014572407fde568ff5d80010003200ab00a6,11,4,2013,Victoria's Secret,51.24,Clothing,Discover :,debit,,,
0000014572407fde568ff5d90010003200ab00a6,11,4,2013,Ross,57.67,Clothing,Discover :,debit,,,
0000014572407fde568ff5da0010003200ab00a6,11,4,2013,Hobby Lobby,11.73,Hobbies,Discover :,debit,,,
0000014572407fde568ff5db0010003200ab00a6,11,4,2013,Target,30.37,Shopping,Discover :,debit,,,
0000014572407fde568ff5dc0010003200ab00a6,11,4,2013,Transfer to Free Checking,21018,Transfer,REGULAR SHARE,debit,,,
0000014572407fde568ff5dd0010003200ab00a6,11,4,2013,Wire Trnsfer Feewire,10,Fees & Charges,Free Checking,debit,,,
0000014572407fde568ff5de0010003200ab00a6,11,4,2013,Wire Out Wire,34966.8,Mortgage & Rent,Free Checking,debit,,,
0000014572407fde568ff5df0010003200ab00a6,11,4,2013,Transfer from REGULAR SHARE,21018,Transfer,Free Checking,credit,,,
0000014572407fdfad8741b10010003200ab00a6,11,4,2013,Cucos,22.63,Restaurants,CREDIT CARD,debit,,,
0000014572407fdfad8741b20010003200ab00a6,11,4,2013,Transfer from SHARE DRAFT NO MIN,393.43,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fdfad8741b30010003200ab00a6,11,4,2013,Payment,1460,Loan Payment,Federal Unsub Stafford Loan,credit,,,
0000014572407fdfad8741b40010003200ab00a6,11,3,2013,IHOP,10.02,Restaurants,CREDIT CARD,debit,,,
0000014572407fdfad8741b50010003200ab00a6,11,3,2013,Jason Deli,7.32,Restaurants,CREDIT CARD,debit,,,
0000014572407fdfad8741b60010003200ab00a6,11,3,2013,Cinemark,10.25,Movies & DVDs,CREDIT CARD,debit,,,
0000014572407fdfad8741b70010003200ab00a6,11,3,2013,Jason Deli,6.45,Restaurants,CREDIT CARD,debit,,,
0000014572407fdfad8741b80010003200ab00a6,11,1,2013,Olive Garden,26.84,Restaurants,Discover :,debit,,,
0000014572407fdfad8741b90010003200ab00a6,11,1,2013,WinCo Foods,6.13,Groceries,Free Checking,debit,,,
0000014572407fdfad8741ba0010003200ab00a6,11,1,2013,Online Creditonline Utah,354.75,Income,Free Checking,credit,,,
0000014572407fdfad8741bb0010003200ab00a6,11,1,2013,Zerochaos Payropayroll Deduction,999.27,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fdfad8741bc0010003200ab00a6,11,1,2013,Netflix,7.99,Movies & DVDs,SHARE DRAFT NO MIN,debit,,,
0000014572407fdfad8741bd0010003200ab00a6,11,1,2013,N W Oremelectronic,9.06,Movies & DVDs,SHARE DRAFT NO MIN,debit,,,
0000014572407fdfad8741be0010003200ab00a6,11,1,2013,Ba Adobe Lehi,3.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe0353b86a00010003200ab00a6,11,1,2013,Wal-Mart,4.15,Shopping,CREDIT CARD,debit,,,
0000014572407fe0353b86a10010003200ab00a6,10,31,2013,Ba Adobe Lehi,3.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe0353b86a20010003200ab00a6,10,31,2013,Amazon,12.99,Books & Supplies,CREDIT CARD,debit,,,
0000014572407fe0353b86a30010003200ab00a6,10,31,2013,Total Bond Mkt Index Inv - Dividend,0.65,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407fe0353b86a40010003200ab00a6,10,30,2013,Maceys Provo Sss,5.91,Groceries,Discover :,debit,,,
0000014572407fe0353b86a50010003200ab00a6,10,30,2013,Ba Adobe Lehi,3.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe0353b86a60010003200ab00a6,10,29,2013,Check 1121,410.96,Marc Tithing,SHARE DRAFT NO MIN,debit,,,
0000014572407fe0353b86a70010003200ab00a6,10,29,2013,Dreamhost,11.95,Business Services,CREDIT CARD,debit,,,
0000014572407fe0353b86a80010003200ab00a6,10,29,2013,Venmoautomatic,6,Gift,SHARE DRAFT NO MIN,debit,,,
0000014572407fe0353b86a90010003200ab00a6,10,28,2013,Chevron,15.31,Gas & Fuel,Discover :,debit,,,
0000014572407fe0353b86aa0010003200ab00a6,10,28,2013,Chevron,41.01,Gas & Fuel,Discover :,debit,,,
0000014572407fe0353b86ab0010003200ab00a6,10,28,2013,Denny's,9.89,Restaurants,CREDIT CARD,debit,,,
0000014572407fe0353b86ac0010003200ab00a6,10,27,2013,Eb Tough Mudder,106.18,Sports,CREDIT CARD,debit,,,
0000014572407fe0353b86ad0010003200ab00a6,10,27,2013,Smith's Food,6.28,Groceries,CREDIT CARD,debit,,,
0000014572407fe0353b86ae0010003200ab00a6,10,27,2013,Craig Cuts Zions,12.35,Hair,CREDIT CARD,debit,,,
0000014572407fe19960db350010003200ab00a6,10,27,2013,Red Robin,37.18,Restaurants,CREDIT CARD,debit,,,
0000014572407fe19960db360010003200ab00a6,10,27,2013,Smith's Food,21.18,Groceries,CREDIT CARD,debit,,,
0000014572407fe19960db370010003200ab00a6,10,25,2013,Byu Pmpc Wsc,11,Shipping,Discover :,debit,,,
0000014572407fe19960db380010003200ab00a6,10,25,2013,Wal-Mart,4.71,Shopping,Discover :,debit,,,
0000014572407fe19960db390010003200ab00a6,10,25,2013,Chevron,52.09,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407fe19960db3a0010003200ab00a6,10,25,2013,Smith's Food,27.68,Groceries,CREDIT CARD,debit,,,
0000014572407fe19960db3b0010003200ab00a6,10,25,2013,Wild Ginger,23.37,Restaurants,CREDIT CARD,debit,,,
0000014572407fe19960db3c0010003200ab00a6,10,25,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe19960db3d0010003200ab00a6,10,25,2013,Zerochaos Payropayroll Deduction,999.27,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fe19960db3e0010003200ab00a6,10,24,2013,Internet Thank You,661.98,Credit Card Payment,Discover :,credit,,,
0000014572407fe19960db3f0010003200ab00a6,10,24,2013,Fedloanservicingach Transactionautomatic,120,Student Loan,SHARE DRAFT NO MIN,debit,,,
0000014572407fe19960db400010003200ab00a6,10,24,2013,Del Taco,4.31,Fast Food,CREDIT CARD,debit,,,
0000014572407fe19960db410010003200ab00a6,10,24,2013,Ba Adobe Lehi,3.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe19960db420010003200ab00a6,10,23,2013,Transfer to CREDIT CARD,611.7,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fe19960db430010003200ab00a6,10,22,2013,USPS,18.4,Shipping,Discover :,debit,,,
0000014572407fe19960db440010003200ab00a6,10,22,2013,Wilson Diamonds,198.56,Wedding Ring,Discover :,debit,,,
0000014572407fe2652160970010003200ab00a6,10,22,2013,USPS,11,Shipping,Discover :,debit,,,
0000014572407fe2652160980010003200ab00a6,10,22,2013,Transfer from SHARE DRAFT NO MIN,611.7,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fe2652160990010003200ab00a6,10,22,2013,IHOP,9.04,Restaurants,CREDIT CARD,debit,,,
0000014572407fe26521609a0010003200ab00a6,10,22,2013,Zerochaos Payropayroll Deduction,999.27,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fe26521609b0010003200ab00a6,10,22,2013,Payment,3.35,Loan Payment,Direct Sub Stafford Loan,credit,,,
0000014572407fe26521609c0010003200ab00a6,10,22,2013,Payment,33.13,Loan Payment,Direct Unsub Stafford Loan,credit,,,
0000014572407fe26521609d0010003200ab00a6,10,22,2013,Payment,6.07,Loan Payment,Direct Sub Stafford Loan,credit,,,
0000014572407fe26521609e0010003200ab00a6,10,22,2013,Payment,41.4,Loan Payment,Federal Unsub Stafford Loan,credit,,,
0000014572407fe26521609f0010003200ab00a6,10,22,2013,Payment,36.05,Loan Payment,Direct Unsub Stafford Loan,credit,,,
0000014572407fe2652160a00010003200ab00a6,10,21,2013,Smith's Food,5.23,Groceries,Discover :,debit,,,
0000014572407fe2652160a10010003200ab00a6,10,20,2013,Ut Marriage Licenses,30,Service Fee,CREDIT CARD,debit,,,
0000014572407fe2652160a20010003200ab00a6,10,20,2013,Smith's Food,7.42,Groceries,CREDIT CARD,debit,,,
0000014572407fe2652160a30010003200ab00a6,10,20,2013,Cinemark,12,Movies & DVDs,CREDIT CARD,debit,,,
0000014572407fe2652160a40010003200ab00a6,10,20,2013,Smith's Food,1.7,Groceries,CREDIT CARD,debit,,,
0000014572407fe2652160a50010003200ab00a6,10,20,2013,Buffalo Wild Wings,35.74,Restaurants,CREDIT CARD,debit,,,
0000014572407fe2652160a60010003200ab00a6,10,19,2013,Chevron,44.06,Gas & Fuel,Discover :,debit,,,
0000014572407fe3748f4c470010003200ab00a6,10,18,2013,Smith's Food,13.04,Groceries,Discover :,debit,,,
0000014572407fe3748f4c480010003200ab00a6,10,17,2013,O'Reilly Auto Parts,8.53,Service & Parts,CREDIT CARD,debit,,,
0000014572407fe3748f4c490010003200ab00a6,10,17,2013,Del Taco,2.16,Fast Food,CREDIT CARD,debit,,,
0000014572407fe3748f4c4a0010003200ab00a6,10,17,2013,USPS,13.54,Shipping,CREDIT CARD,debit,,,
0000014572407fe3748f4c4b0010003200ab00a6,10,17,2013,Walkers,47.47,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407fe3748f4c4c0010003200ab00a6,10,15,2013,Taco Time,2.14,Restaurants,CREDIT CARD,debit,,,
0000014572407fe3748f4c4d0010003200ab00a6,10,15,2013,Taco Time,8.69,Restaurants,CREDIT CARD,debit,,,
0000014572407fe3748f4c4e0010003200ab00a6,10,15,2013,Internet Transfer Transfer,50,Mobile Phone,SHARE DRAFT NO MIN,debit,,,
0000014572407fe3748f4c4f0010003200ab00a6,10,15,2013,Transfer to CREDIT CARD,1200,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fe3748f4c500010003200ab00a6,10,14,2013,Internet Thank You,312.48,Credit Card Payment,Discover :,credit,,,
0000014572407fe3748f4c510010003200ab00a6,10,14,2013,TJ Maxx,30.95,Clothing,Discover :,debit,,,
0000014572407fe3748f4c520010003200ab00a6,10,14,2013,Walgreens,27.21,Pharmacy,Discover :,debit,,,
0000014572407fe3748f4c530010003200ab00a6,10,14,2013,Thai Drift,6.46,Restaurants,CREDIT CARD,debit,,,
0000014572407fe3748f4c540010003200ab00a6,10,14,2013,Transfer from SHARE DRAFT NO MIN,1200,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fe3748f4c550010003200ab00a6,10,13,2013,Lagoon Q,76.57,Amusement,CREDIT CARD,debit,,,
0000014572407fe4b0679c570010003200ab00a6,10,13,2013,Sq Provo Bakery,4.48,Restaurants,CREDIT CARD,debit,,,
0000014572407fe4b0679c580010003200ab00a6,10,13,2013,Ba Adobe Lehi,3.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe4b0679c590010003200ab00a6,10,13,2013,Los Amigos,13,Restaurants,CREDIT CARD,debit,,,
0000014572407fe4b0679c5a0010003200ab00a6,10,13,2013,Mr Mac,480.83,Clothing,CREDIT CARD,debit,,,
0000014572407fe4b0679c5b0010003200ab00a6,10,12,2013,In-N-Out Burger,9.58,Fast Food,Discover :,debit,,,
0000014572407fe4b0679c5c0010003200ab00a6,10,12,2013,Chevron,41.39,Gas & Fuel,Discover :,debit,,,
0000014572407fe4b0679c5d0010003200ab00a6,10,11,2013,Zerochaos Payropayroll Deduction,999.27,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fe4b0679c5e0010003200ab00a6,10,11,2013,Ross,26.7,Clothing,CREDIT CARD,debit,,,
0000014572407fe4b0679c5f0010003200ab00a6,10,11,2013,Direct Services Llc,675,Home Services,CREDIT CARD,debit,,,
0000014572407fe4b0679c600010003200ab00a6,10,10,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe4b0679c610010003200ab00a6,10,9,2013,Smiths Fuel,44.34,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407fe4b0679c620010003200ab00a6,10,8,2013,Fedloanservicingach Transactionautomatic,760,Student Loan,SHARE DRAFT NO MIN,debit,,,
0000014572407fe501932b700010003200ab00a6,10,8,2013,Gold's Gym,27.78,Gym,CREDIT CARD,debit,,,
0000014572407fe501932b710010003200ab00a6,10,7,2013,Transfer to CREDIT CARD,73.37,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fe501932b720010003200ab00a6,10,7,2013,Big Als,10.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe501932b730010003200ab00a6,10,6,2013,California Pizza Kitchen,23.91,Restaurants,CREDIT CARD,debit,,,
0000014572407fe501932b740010003200ab00a6,10,6,2013,Printwatkins Com,227.74,Hobbies,CREDIT CARD,debit,,,
0000014572407fe501932b750010003200ab00a6,10,6,2013,Ba Adobe Lehi,11.5,Restaurants,CREDIT CARD,debit,,,
0000014572407fe501932b760010003200ab00a6,10,4,2013,Zerochaos Payropayroll Deduction,999.27,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fe501932b770010003200ab00a6,10,4,2013,Transfer from SHARE DRAFT NO MIN,73.37,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fe501932b780010003200ab00a6,10,4,2013,Ba Adobe Lehi,3.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe501932b790010003200ab00a6,10,4,2013,Payment,760,Loan Payment,Direct Unsub Stafford Loan,credit,,,
0000014572407fe501932b7a0010003200ab00a6,10,3,2013,Pizza Factory,20.72,Restaurants,CREDIT CARD,debit,,,
0000014572407fe501932b7b0010003200ab00a6,10,3,2013,Ba Adobe Lehi,3.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe501932b7c0010003200ab00a6,10,3,2013,Del Taco,2.16,Fast Food,CREDIT CARD,debit,,,
0000014572407fe501932b7d0010003200ab00a6,10,1,2013,North West Provoshare,112.49,Income,SHARE DRAFT NO MIN,credit,,,
0000014572407fe501932b7e0010003200ab00a6,10,1,2013,Netflix,7.99,Movies & DVDs,SHARE DRAFT NO MIN,debit,,,
0000014572407fe501932b7f0010003200ab00a6,10,1,2013,North West Provoatm,55,Auto Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fe501932b800010003200ab00a6,9,30,2013,Transfer to CREDIT CARD,78.81,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fe6ca43a4800010003200ab00a6,9,30,2013,Fedloanservicingach Transactionautomatic,787.51,Student Loan,SHARE DRAFT NO MIN,debit,,,
0000014572407fe6ca43a4810010003200ab00a6,9,30,2013,Taco Bell,4.07,Fast Food,CREDIT CARD,debit,,,
0000014572407fe6ca43a4820010003200ab00a6,9,30,2013,Thanksgiving Point Instit,8,Amusement,CREDIT CARD,debit,,,
0000014572407fe6ca43a4830010003200ab00a6,9,30,2013,Rmcf Lehi,5.34,Restaurants,CREDIT CARD,debit,,,
0000014572407fe6ca43a4840010003200ab00a6,9,30,2013,Total Bond Mkt Index Inv - Dividend,0.62,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407fe6ca43a4850010003200ab00a6,9,29,2013,Goodwood Barbecue,16.71,Restaurants,CREDIT CARD,debit,,,
0000014572407fe6ca43a4860010003200ab00a6,9,29,2013,Sq Frying Friars,8,Restaurants,CREDIT CARD,debit,,,
0000014572407fe6ca43a4870010003200ab00a6,9,29,2013,Coldstone,4.62,Fast Food,CREDIT CARD,debit,,,
0000014572407fe6ca43a4880010003200ab00a6,9,27,2013,Transfer from SHARE DRAFT NO MIN,78.81,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fe6ca43a4890010003200ab00a6,9,27,2013,Zerochaos Payropayroll Deduction,911.98,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fe6ca43a48a0010003200ab00a6,9,27,2013,Payment,787.51,Loan Payment,Federal Unsub Stafford Loan,credit,,,
0000014572407fe6ca43a48b0010003200ab00a6,9,26,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe6ca43a48c0010003200ab00a6,9,25,2013,Provo Beach Resort,13.76,Fast Food,CREDIT CARD,debit,,,
0000014572407fe6ca43a48d0010003200ab00a6,9,25,2013,Smiths Fuel,45.65,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407fe6ca43a48e0010003200ab00a6,9,24,2013,Check 1120,174.2,Marc Tithing,SHARE DRAFT NO MIN,debit,,,
0000014572407fe6ca43a48f0010003200ab00a6,9,24,2013,Fedloanservicingach Transactionautomatic,635,Student Loan,SHARE DRAFT NO MIN,debit,,,
0000014572407fe6ca43a4900010003200ab00a6,9,23,2013,Wal-Mart,51.84,Shopping,SHARE DRAFT NO MIN,debit,,,
0000014572407fe756a800cb0010003200ab00a6,9,23,2013,Chaseautomatic,133.89,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fe756a800cc0010003200ab00a6,9,23,2013,Taco Bell,6.55,Fast Food,CREDIT CARD,debit,,,
0000014572407fe756a800cd0010003200ab00a6,9,23,2013,Panda Express,7.1,Fast Food,CREDIT CARD,debit,,,
0000014572407fe756a800ce0010003200ab00a6,9,22,2013,Transfer from SHARE DRAFT NO MIN,133.89,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fe756a800cf0010003200ab00a6,9,20,2013,Zerochaos Payropayroll Deduction,999.27,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fe756a800d00010003200ab00a6,9,20,2013,FTSE All-World ex-US Inv - Dividend,4.81,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407fe756a800d10010003200ab00a6,9,20,2013,500 Index Fund Inv - Dividend,6.84,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407fe756a800d20010003200ab00a6,9,20,2013,Payment,635,Loan Payment,Direct Unsub Stafford Loan,credit,,,
0000014572407fe756a800d30010003200ab00a6,9,19,2013,Smith's Food,9.04,Groceries,CREDIT CARD,debit,,,
0000014572407fe756a800d40010003200ab00a6,9,17,2013,Fedloanservicingach Transactionautomatic,683.87,Student Loan,SHARE DRAFT NO MIN,debit,,,
0000014572407fe756a800d50010003200ab00a6,9,16,2013,Chaseautomatic,59.32,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fe756a800d60010003200ab00a6,9,16,2013,Goodwood Barbecue,26.49,Restaurants,CREDIT CARD,debit,,,
0000014572407fe756a800d70010003200ab00a6,9,15,2013,Jason Deli,5.38,Restaurants,CREDIT CARD,debit,,,
0000014572407fe756a800d80010003200ab00a6,9,15,2013,Pizza Hut,33,Fast Food,CREDIT CARD,debit,,,
0000014572407fe756a800d90010003200ab00a6,9,15,2013,Home Depot,5.1,Home Improvement,CREDIT CARD,debit,,,
0000014572407fe756a800da0010003200ab00a6,9,13,2013,Transfer from SHARE DRAFT NO MIN,59.32,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fe756a800db0010003200ab00a6,9,13,2013,Holiday,54.88,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407fe8ad05fd820010003200ab00a6,9,13,2013,Zerochaos Payropayroll Deduction,742.85,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fe8ad05fd830010003200ab00a6,9,13,2013,Payment,683.87,Loan Payment,Direct Unsub Stafford Loan,credit,,,
0000014572407fe8ad05fd840010003200ab00a6,9,11,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe8ad05fd850010003200ab00a6,9,10,2013,Check 1119,248.49,Charity,SHARE DRAFT NO MIN,debit,,,
0000014572407fe8ad05fd860010003200ab00a6,9,9,2013,Chaseautomatic,815.83,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fe8ad05fd870010003200ab00a6,9,9,2013,Fedloanservicingach Transactionautomatic,171,Student Loan,SHARE DRAFT NO MIN,debit,,,
0000014572407fe8ad05fd880010003200ab00a6,9,9,2013,Internet Transfer Sep,50,Mobile Phone,SHARE DRAFT NO MIN,debit,,,
0000014572407fe8ad05fd890010003200ab00a6,9,9,2013,La Jolla Groves,16.34,Restaurants,CREDIT CARD,debit,,,
0000014572407fe8ad05fd8a0010003200ab00a6,9,8,2013,Ba Adobe Lehi,1.5,Restaurants,CREDIT CARD,debit,,,
0000014572407fe8ad05fd8b0010003200ab00a6,9,8,2013,Ba Adobe Lehi,3.75,Restaurants,CREDIT CARD,debit,,,
0000014572407fe8ad05fd8c0010003200ab00a6,9,8,2013,Wal-Mart,4.2,Shopping,CREDIT CARD,debit,,,
0000014572407fe8ad05fd8d0010003200ab00a6,9,6,2013,Zerochaos Payropayroll Deduction,1285.7,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fe8ad05fd8e0010003200ab00a6,9,6,2013,Transfer from SHARE DRAFT NO MIN,815.83,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fe8ad05fd8f0010003200ab00a6,9,6,2013,Gold's Gym,27.78,Gym,CREDIT CARD,debit,,,
0000014572407fe8ad05fd900010003200ab00a6,9,6,2013,Payment,171,Loan Payment,Direct Unsub Stafford Loan,credit,,,
0000014572407fe8ad05fd910010003200ab00a6,9,4,2013,Check 1118,144.71,Charity,SHARE DRAFT NO MIN,debit,,,
0000014572407fe8ad05fd920010003200ab00a6,9,4,2013,Bed Bath & Beyond,106.84,Furnishings,CREDIT CARD,debit,,,
0000014572407fe9e1d9354a0010003200ab00a6,9,3,2013,Netflix,7.99,Movies & DVDs,SHARE DRAFT NO MIN,debit,,,
0000014572407fe9e1d9354b0010003200ab00a6,9,3,2013,Chaseautomatic,999.27,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fe9e1d9354c0010003200ab00a6,9,3,2013,Smith's Food,21.67,Groceries,CREDIT CARD,debit,,,
0000014572407fe9e1d9354d0010003200ab00a6,9,3,2013,Taco Bell,5.36,Fast Food,CREDIT CARD,debit,,,
0000014572407fe9e1d9354e0010003200ab00a6,9,3,2013,Taco Bell,2.56,Fast Food,CREDIT CARD,debit,,,
0000014572407fe9e1d9354f0010003200ab00a6,9,1,2013,Transfer from SHARE DRAFT NO MIN,999.27,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fe9e1d935500010003200ab00a6,9,1,2013,Qdoba Mexican Grill,8.79,Fast Food,CREDIT CARD,debit,,,
0000014572407fe9e1d935510010003200ab00a6,9,1,2013,King Soopers,1.82,Groceries,CREDIT CARD,debit,,,
0000014572407fe9e1d935520010003200ab00a6,9,1,2013,Chevron,52.61,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407fe9e1d935530010003200ab00a6,8,30,2013,Zerochaos Payropayroll Deduction,999.27,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fe9e1d935540010003200ab00a6,8,30,2013,Total Bond Mkt Index Inv - Dividend,0.62,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407fe9e1d935550010003200ab00a6,8,29,2013,Carnival Cruise,32,Vacation,CREDIT CARD,debit,,,
0000014572407fe9e1d935560010003200ab00a6,8,29,2013,Venmoautomatic,75,Gift,SHARE DRAFT NO MIN,debit,,,
0000014572407fe9e1d935570010003200ab00a6,8,29,2013,Transfer to CREDIT CARD,800,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fe9e1d935580010003200ab00a6,8,28,2013,Venmoautomatic,0.32,Hide from Budgets & Trends,SHARE DRAFT NO MIN,debit,,,
0000014572407fe9e1d935590010003200ab00a6,8,28,2013,Venmo Verifpayroll Deduction,0.32,Hide from Budgets & Trends,SHARE DRAFT NO MIN,credit,,,
0000014572407fe9e1d9355a0010003200ab00a6,8,28,2013,Venmo Verifpayroll Deduction,0.28,Hide from Budgets & Trends,SHARE DRAFT NO MIN,credit,,,
0000014572407fe9e1d9355b0010003200ab00a6,8,28,2013,Venmoautomatic,0.28,Hide from Budgets & Trends,SHARE DRAFT NO MIN,debit,,,
0000014572407fe9e1d9355c0010003200ab00a6,8,28,2013,Transfer from SHARE DRAFT NO MIN,800,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fea3f777e720010003200ab00a6,8,28,2013,Smith's Food,12.89,Groceries,CREDIT CARD,debit,,,
0000014572407fea3f777e730010003200ab00a6,8,26,2013,Chaseautomatic,600,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407fea3f777e740010003200ab00a6,8,26,2013,Cheesecake Factory,18.66,Restaurants,CREDIT CARD,debit,,,
0000014572407fea3f777e750010003200ab00a6,8,26,2013,Buffalo Wild Wings,15.27,Restaurants,CREDIT CARD,debit,,,
0000014572407fea3f777e760010003200ab00a6,8,25,2013,Smith's Food,10.96,Groceries,CREDIT CARD,debit,,,
0000014572407fea3f777e770010003200ab00a6,8,25,2013,Oriental Noodle House,15.95,Restaurants,CREDIT CARD,debit,,,
0000014572407fea3f777e780010003200ab00a6,8,23,2013,North West Provoshare,800,Income,SHARE DRAFT NO MIN,credit,,,
0000014572407fea3f777e790010003200ab00a6,8,23,2013,Transfer from SHARE DRAFT NO MIN,600,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407fea3f777e7a0010003200ab00a6,8,23,2013,Zerochaos Payropayroll Deduction,999.27,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407fea3f777e7b0010003200ab00a6,8,22,2013,Cavalier Hotel,83.91,Hotel,CREDIT CARD,debit,,,
0000014572407fea3f777e7c0010003200ab00a6,8,22,2013,Smiths Fuel,49.4,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407fea3f777e7d0010003200ab00a6,8,22,2013,US Airways,132.9,Air Travel,CREDIT CARD,debit,,,
0000014572407fea3f777e7e0010003200ab00a6,8,21,2013,Pizza Factory,25.34,Restaurants,CREDIT CARD,debit,,,
0000014572407fea3f777e7f0010003200ab00a6,8,20,2013,Delta,699.6,Air Travel,CREDIT CARD,debit,,,
0000014572407fea3f777e800010003200ab00a6,8,20,2013,Delta,699.6,Air Travel,CREDIT CARD,debit,,,
0000014572407fea3f777e810010003200ab00a6,8,19,2013,Geicoautomatic,166.3,Auto Insurance,SHARE DRAFT NO MIN,debit,,,
0000014572407fea3f777e820010003200ab00a6,8,19,2013,Transfer to CREDIT CARD,105.43,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
