"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/01/2013","Smiths Fuel","SMITHS-FUEL # 9136","48.43","debit","Gas & Fuel","CREDIT CARD","",""
"7/31/2013","Transfer to CREDIT CARD","CHASEAutomatic Debit","191.57","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"7/31/2013","Dividendshare Dividend","DIVIDENDSHARE DIVIDEND","0.08","credit","Investments","PRIME SHARE ACCOUNT","",""
"7/31/2013","Smith's Food","SMITHS FOOD #4136","19.19","debit","Groceries","CREDIT CARD","",""
"7/30/2013","Wilson Diamonds","WILSON DIAMONDS INC","2456.32","debit","Gift","CREDIT CARD","",""
"7/30/2013","Spoon It Up","SPOON IT UP FROZEN YOGURT","7.66","debit","Fast Food","CREDIT CARD","",""
"7/30/2013","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","191.57","credit","Credit Card Payment","CREDIT CARD","",""
"7/29/2013","Olive Garden","THE OLIVE GARD00012922","19.15","debit","Restaurants","CREDIT CARD","",""
"7/29/2013","Smiths N Freedomelectronic","SMITHS          350 N. FREEDOMElectronic Transaction","72.58","debit","Groceries","SHARE DRAFT NO MIN","",""
"7/28/2013","Lolo Fresh Food","LOLO'S FRESH FOOD W","9.01","debit","Food & Dining","CREDIT CARD","",""
"7/28/2013","Cinemark","CINEMARK.COM 285","30.00","debit","Movies & DVDs","CREDIT CARD","",""
"7/28/2013","Texas Roadhouse","TEXAS ROADHOUSE 2284","38.39","debit","Restaurants","CREDIT CARD","",""
"7/28/2013","Thai Drift","THAI DRIFT","6.46","debit","Restaurants","CREDIT CARD","",""
"7/26/2013","Transfer to PRIME SHARE ACCOUNT","Jul 26 2013 12:06Transfer to 2725965-00","100.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"7/26/2013","Transfer from SHARE DRAFT NO MIN","Jul 26 2013 12:06Transfer from 2725965-06","100.00","credit","Transfer","PRIME SHARE ACCOUNT","",""
"7/26/2013","Wal-Mart","WAL-MART #1768","14.70","debit","Shopping","CREDIT CARD","",""
"7/26/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","3.75","debit","Restaurants","CREDIT CARD","",""
"7/26/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","999.27","credit","Paycheck","SHARE DRAFT NO MIN","",""
"7/25/2013","Cinemark","CINEMARK THEATRES 089","3.00","debit","Movies & DVDs","CREDIT CARD","",""
"7/25/2013","Arby's","ARBY'S #7580  00075804","0.69","debit","Fast Food","CREDIT CARD","",""
"7/23/2013","Check 1116","SHARE DRAFT #   1116","296.00","debit","Marc Tithing","SHARE DRAFT NO MIN","",""
"7/23/2013","Amazon Kindle","Amazon Services-Kindle","6.39","debit","Books","CREDIT CARD","",""
"7/22/2013","Chaseautomatic","CHASEAutomatic Debit","459.10","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"7/22/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","320.00","debit","Student Loan","SHARE DRAFT NO MIN","",""
"7/22/2013","Iggy Orem","IGGY'S - OREM","25.24","debit","Restaurants","CREDIT CARD","",""
"7/21/2013","Coldstone","COLDSTONE #80","4.30","debit","Fast Food","CREDIT CARD","",""
"7/21/2013","Sq Sensuous Sandwich","SQ *SENSUOUS SANDWICH","5.11","debit","Restaurants","CREDIT CARD","",""
"7/21/2013","Cafe Zupas","CAFE ZUPAS PROVO","8.61","debit","Restaurants","CREDIT CARD","",""
"7/21/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","3.84","debit","Restaurants","CREDIT CARD","",""
"7/19/2013","Transfer to PRIME SHARE ACCOUNT","Jul 19 2013 13:03Transfer to 2725965-00","150.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"7/19/2013","Transfer from SHARE DRAFT NO MIN","Jul 19 2013 13:03Transfer from 2725965-06","150.00","credit","Transfer","PRIME SHARE ACCOUNT","",""
"7/19/2013","Smith's Food","SMITHS FOOD #4136","6.68","debit","Groceries","CREDIT CARD","",""
"7/19/2013","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","459.10","credit","Credit Card Payment","CREDIT CARD","",""
"7/19/2013","Hainsworth Laundry","HAINSWORTH LAUNDRY","6.25","debit","Laundry","CREDIT CARD","",""
"7/19/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","999.27","credit","Paycheck","SHARE DRAFT NO MIN","",""
"7/17/2013","Smiths Fuel","SMITHS-FUEL # 9136","56.75","debit","Gas & Fuel","CREDIT CARD","",""
"7/17/2013","Amazon","AMAZON MKTPLACE PMTS","39.94","debit","Shopping","CREDIT CARD","",""
"7/16/2013","Chevron","CHEVRON 00093783","1.79","debit","Gas & Fuel","CREDIT CARD","",""
"7/16/2013","Qdoba Mexican Grill","QDOBA #192    07701923","7.45","debit","Fast Food","CREDIT CARD","",""
"7/16/2013","Maverik Ctry Stre","MAVERIK CTRY STRE #281","3.17","debit","Gas & Fuel","CREDIT CARD","",""
"7/14/2013","Cinemark","CINEMARK THEATRES 1041","8.50","debit","Movies & DVDs","CREDIT CARD","",""
"7/14/2013","KFC","KFC/TB 105","5.31","debit","Fast Food","CREDIT CARD","",""
"7/14/2013","Ralphs","RALPHS #0730","5.58","debit","Groceries","CREDIT CARD","",""
"7/14/2013","In-N-Out Burger","IN-N-OUT BURGER #86","2.11","debit","Fast Food","CREDIT CARD","",""
"7/11/2013","Smith's Food","SMITHS FOOD #4136","8.53","debit","Groceries","CREDIT CARD","",""
"7/10/2013","Smith's Food","SMITHS FOOD #4136","25.97","debit","Groceries","CREDIT CARD","",""
"7/10/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","5.75","debit","Restaurants","CREDIT CARD","",""
"7/10/2013","Amazon","Amazon Digital Svcs","9.49","debit","Music","CREDIT CARD","",""
"7/10/2013","Buffalo Wild Wings","BUFFALO WILD WINGS 0348","46.87","debit","Restaurants","CREDIT CARD","",""
"7/09/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","550.00","debit","Student Loan","SHARE DRAFT NO MIN","",""
"7/09/2013","Amazon","AmazonLocal","60.00","debit","Shopping","CREDIT CARD","",""
"7/09/2013","Qdoba Mexican Grill","QDOBA 32      11700325","16.77","debit","Fast Food","CREDIT CARD","",""
"7/09/2013","Smith's Food","SMITHS FOOD #4136","24.50","debit","Groceries","CREDIT CARD","",""
"7/08/2013","Transfer to PRIME SHARE ACCOUNT","Jul 6 2013 23:57Transfer to 2725965-00","110.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"7/08/2013","Transfer to CREDIT CARD","CHASEAutomatic Debit","129.31","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"7/08/2013","Internet Transfer Jul","Internet Transfer Jul 8 2013 0:2Transfer to 2696239-00","50.00","debit","Mobile Phone","SHARE DRAFT NO MIN","",""
"7/08/2013","Transfer from SHARE DRAFT NO MIN","Jul 6 2013 23:57Transfer from 2725965-06","110.00","credit","Transfer","PRIME SHARE ACCOUNT","",""
"7/08/2013","Short Stop","SHORT STOP","47.35","debit","Gas & Fuel","CREDIT CARD","",""
"7/08/2013","Short Stop","SHORT STOP","5.65","debit","Fast Food","CREDIT CARD","",""
"7/07/2013","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","129.31","credit","Credit Card Payment","CREDIT CARD","",""
"7/07/2013","Qdoba Mexican Grill","QDOBA MEXICAN GRILL-196","33.81","debit","Fast Food","CREDIT CARD","",""
"7/07/2013","Gold's Gym","PAC*GOLD'S GYM","43.81","debit","Gym","CREDIT CARD","",""
"7/05/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","520.00","debit","Student Loan","SHARE DRAFT NO MIN","",""
"7/05/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","999.27","credit","Paycheck","SHARE DRAFT NO MIN","",""
"7/05/2013","Bridge Property Automatic","Bridge Property 5868710Automatic Debit","159.79","debit","Mortgage & Rent","SHARE DRAFT NO MIN","",""
"7/05/2013","Shell","SHELL OIL 57443812201","45.23","debit","Gas & Fuel","CREDIT CARD","",""
"7/04/2013","King Soopers","KING SOOPERS #0087","8.43","debit","Groceries","CREDIT CARD","",""
"7/04/2013","Wild Ginger","WILD GINGER","38.00","debit","Restaurants","CREDIT CARD","",""
"7/03/2013","Transfer to CREDIT CARD","CHASEAutomatic Debit","134.96","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"7/03/2013","Hainsworth Laundry","HAINSWORTH LAUNDRY","7.50","debit","Laundry","CREDIT CARD","",""
"7/03/2013","Cinemark","CINEMARK THEATRES 285","6.50","debit","Movies & DVDs","CREDIT CARD","",""
"7/03/2013","Smith's Food","SMITHS FOOD #4136","5.45","debit","Groceries","CREDIT CARD","",""
"7/02/2013","Transfer to PRIME SHARE ACCOUNT","Jul 2 2013 16:32Transfer to 2725965-00","110.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"7/02/2013","Transfer from SHARE DRAFT NO MIN","Jul 2 2013 16:32Transfer from 2725965-06","110.00","credit","Transfer","PRIME SHARE ACCOUNT","",""
"7/02/2013","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","134.96","credit","Credit Card Payment","CREDIT CARD","",""
"7/02/2013","Jason Deli","JASON'S DELI OREM","18.20","debit","Restaurants","CREDIT CARD","",""
"7/01/2013","Netflix","NETFLIX.COM            NETFLIX.CElectronic Transaction","7.99","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"6/30/2013","Dividendshare Dividend","DIVIDENDSHARE DIVIDEND","0.04","credit","Investments","PRIME SHARE ACCOUNT","",""
"6/30/2013","Recreation Ce","PROVO UT RECREATION CE","10.00","debit","Amusement","CREDIT CARD","",""
"6/28/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","999.27","credit","Paycheck","SHARE DRAFT NO MIN","",""
"6/28/2013","Smith's Food","SMITHS FOOD #4136","9.91","debit","Groceries","CREDIT CARD","",""
"6/27/2013","Laser Assault","LASER ASSAULT","12.00","debit","Amusement","CREDIT CARD","",""
"6/27/2013","Cafe Rio Q","CAFE RIO PROVO Q35","8.57","debit","Restaurants","CREDIT CARD","",""
"6/27/2013","Smith's Food","SMITHS FOOD #4136","7.39","debit","Groceries","CREDIT CARD","",""
"6/25/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","657.00","debit","Student Loan","SHARE DRAFT NO MIN","",""
"6/25/2013","Check 1115","SHARE DRAFT #   1115","206.94","debit","Charity","SHARE DRAFT NO MIN","",""
"6/25/2013","Amazon","Amazon Digital Svcs","11.41","debit","Music","CREDIT CARD","",""
"6/24/2013","7-Eleven","7-ELEVEN 26749","8.21","debit","Fast Food","CREDIT CARD","",""
"6/24/2013","Carl's Jr","CARL'S JR #1101576 QPS","13.88","debit","Fast Food","CREDIT CARD","",""
"6/23/2013","Maceys","MACEYS PROVO","3.08","debit","Groceries","CREDIT CARD","",""
"6/23/2013","Maverik Cntry Stre","MAVERIK CNTRY STRE 244","4.12","debit","Gas & Fuel","CREDIT CARD","",""
"6/23/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","5.75","debit","Restaurants","CREDIT CARD","",""
"6/23/2013","Smith's Food","SMITHS FOOD #4136","3.78","debit","Groceries","CREDIT CARD","",""
"6/21/2013","Transfer to PRIME SHARE ACCOUNT","Internet Transfer Jun 21 2013 9:Transfer to 2725965-00","100.00","debit","Hide from Budgets & Trends","SHARE DRAFT NO MIN","",""
"6/21/2013","Transfer from SHARE DRAFT NO MIN","Internet Transfer Jun 21 2013 9:Transfer from 2725965-06","100.00","credit","Transfer","PRIME SHARE ACCOUNT","",""
"6/21/2013","Jcws Restaurant","JCWS RESTAURANT PROVO","18.81","debit","Restaurants","CREDIT CARD","",""
"6/21/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","955.63","credit","Paycheck","SHARE DRAFT NO MIN","",""
"6/19/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","4.00","debit","Restaurants","CREDIT CARD","",""
"6/18/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","500.00","debit","Student Loan","SHARE DRAFT NO MIN","",""
"6/18/2013","Smith's Food","SMITHS FOOD #4136","12.01","debit","Groceries","CREDIT CARD","",""
"6/17/2013","Smiths N Freedomelectronic","SMITHS          350 N. FREEDOMElectronic Transaction","101.33","debit","Groceries","SHARE DRAFT NO MIN","",""
"6/17/2013","Transfer to CREDIT CARD","CHASEAutomatic Debit","809.10","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"6/17/2013","Transfer to PRIME SHARE ACCOUNT","Internet Transfer Jun 15 2013 8:Transfer to 2725965-00","100.00","debit","Hide from Budgets & Trends","SHARE DRAFT NO MIN","",""
"6/17/2013","Smiths N Freedomelectronic","SMITHS          350 N. FREEDOMElectronic Transaction","101.33","debit","Groceries","SHARE DRAFT NO MIN","",""
"6/17/2013","Transfer from SHARE DRAFT NO MIN","Internet Transfer Jun 15 2013 8:Transfer from 2725965-06","100.00","credit","Transfer","PRIME SHARE ACCOUNT","",""
"6/17/2013","Chick-Fil-A","CHICK-FIL-A #03121","2.04","debit","Fast Food","CREDIT CARD","",""
"6/16/2013","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","809.10","credit","Credit Card Payment","CREDIT CARD","",""
"6/14/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","1113.83","credit","Paycheck","SHARE DRAFT NO MIN","",""
"6/14/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","452.40","credit","Paycheck","SHARE DRAFT NO MIN","",""
"6/14/2013","Jason Deli","JASON'S DELI OREM","14.32","debit","Restaurants","CREDIT CARD","",""
"6/14/2013","Smith's Food","SMITHS FOOD #4136","40.39","debit","Groceries","CREDIT CARD","",""
"6/14/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","4.00","debit","Restaurants","CREDIT CARD","",""
"6/13/2013","Hainsworth Laundry","HAINSWORTH LAUNDRY","5.00","debit","Laundry","CREDIT CARD","",""
"6/12/2013","Utahcollofdentalhygien","UTAHCOLLOFDENTALHYGIEN","10.00","debit","Dentist","CREDIT CARD","",""
"6/12/2013","Wal-Mart","WAL-MART #1768","13.20","debit","Shopping","CREDIT CARD","",""
"6/12/2013","Beehive Sport Soci","BEEHIVE SPORT AND SOCI","21.00","debit","Amusement","CREDIT CARD","",""
"6/11/2013","Check 1114","SHARE DRAFT #   1114","202.40","debit","Charity","SHARE DRAFT NO MIN","",""
"6/11/2013","Smith's Food","SMITHS FOOD #4136","17.87","debit","Groceries","CREDIT CARD","",""
"6/10/2013","Internet Transfer Transfer","Internet Transfer Jun 10 2013 0:Transfer to 2696239-00","50.00","debit","Mobile Phone","SHARE DRAFT NO MIN","",""
"6/10/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","400.00","debit","Student Loan","SHARE DRAFT NO MIN","",""
"6/10/2013","In-N-Out Burger","IN-N-OUT BURGER #235","5.77","debit","Fast Food","CREDIT CARD","",""
"6/09/2013","Qdoba Mexican Grill","QDOBA (SALT LAKE CIT","18.55","debit","Fast Food","CREDIT CARD","",""
"6/09/2013","Qdoba Mexican Grill","QDOBA (SALT LAKE CIT","9.28","debit","Fast Food","CREDIT CARD","",""
"6/09/2013","Hotel Sainte Claire","HOTEL SAINTE CLAIRE","335.62","debit","Hotel","CREDIT CARD","",""
"6/09/2013","Montclair News","MONTCLAIR NEWS31286719","4.24","debit","Groceries","CREDIT CARD","",""
"6/09/2013","Redbox","REDBOX *DVD RENTAL","1.28","debit","Movies & DVDs","CREDIT CARD","",""
"6/09/2013","Bijan Bakery Cafe","BIJAN BAKERY & CAFE","10.58","debit","Restaurants","CREDIT CARD","",""
"6/09/2013","Bijan Bakery Cafe","BIJAN BAKERY & CAFE","4.50","debit","Restaurants","CREDIT CARD","",""
"6/09/2013","Chili's","CHILI'S GRI90900009092","38.42","debit","Restaurants","CREDIT CARD","",""
"6/07/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","824.69","credit","Paycheck","SHARE DRAFT NO MIN","",""
"6/07/2013","Transfer to PRIME SHARE ACCOUNT","Internet Transfer Jun 7 2013 10:Transfer to 2725965-00","200.00","debit","Hide from Budgets & Trends","SHARE DRAFT NO MIN","",""
"6/07/2013","Transfer from SHARE DRAFT NO MIN","Internet Transfer Jun 7 2013 10:Transfer from 2725965-06","200.00","credit","Transfer","PRIME SHARE ACCOUNT","",""
"6/07/2013","Pedros Restaurant Ca","PEDROS RESTAURANT & CA","37.54","debit","Restaurants","CREDIT CARD","",""
"6/07/2013","Market","THE MARKET    00029348","2.16","debit","Groceries","CREDIT CARD","",""
"6/07/2013","Texaco","TEXACO 00308324","55.60","debit","Gas & Fuel","CREDIT CARD","",""
"6/06/2013","Starbucks","STARBUCKS #05297 SAN JOSE","6.00","debit","Coffee Shops","CREDIT CARD","",""
"6/06/2013","Gold's Gym","PAC*GOLD'S GYM","27.78","debit","Gym","CREDIT CARD","",""
"6/06/2013","Carmel Pizza","CARMEL PIZZA COMPANY","23.93","debit","Restaurants","CREDIT CARD","",""
"6/05/2013","Bridge Property Automatic","Bridge Property 5684838Automatic Debit","189.09","debit","Mortgage & Rent","SHARE DRAFT NO MIN","",""
"6/05/2013","Transfer from PRIME SHARE ACCOUNT","Transfer from 2725965-00Transfer to Share Draft","100.00","credit","Transfer","SHARE DRAFT NO MIN","",""
"6/05/2013","Transfer to SHARE DRAFT NO MIN","Transfer to 2725965-06Transfer to Share Draft","100.00","debit","Transfer","PRIME SHARE ACCOUNT","",""
"6/04/2013","Check 1113","SHARE DRAFT #   1113","201.49","debit","Charity","SHARE DRAFT NO MIN","",""
"6/04/2013","Smiths N Freedomelectronic","SMITHS          350 N. FREEDOMElectronic Transaction","33.87","debit","Groceries","SHARE DRAFT NO MIN","",""
"6/04/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","0.12","debit","Student Loan","SHARE DRAFT NO MIN","",""
"6/04/2013","Vanguard","VGI-FTSEWXUSIN    :  0770* *Automatic Debit","50.00","debit","Financial","SHARE DRAFT NO MIN","",""
"6/04/2013","Vanguard","VGI-TGTRET2055    :  1487* *Automatic Debit","100.00","debit","Financial","SHARE DRAFT NO MIN","",""
"6/04/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","350.00","debit","Student Loan","SHARE DRAFT NO MIN","",""
"6/04/2013","Transfer to CREDIT CARD","CHASEAutomatic Debit","357.59","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"6/03/2013","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","357.59","credit","Credit Card Payment","CREDIT CARD","",""
"6/03/2013","Provo City Golf","PROVO CITY GOLF COURSE","8.00","debit","Sports","CREDIT CARD","",""
"6/03/2013","Laser Assault","LASER ASSAULT","8.00","debit","Amusement","CREDIT CARD","",""
"6/03/2013","Thai Mango Llc","THAI MANGO LLC","19.14","debit","Restaurants","CREDIT CARD","",""
"6/03/2013","Netflix","NETFLIX.COM            NETFLIX.CElectronic Transaction","7.99","debit","Movies & DVDs","SHARE DRAFT NO MIN","",""
"6/02/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","5.75","debit","Restaurants","CREDIT CARD","",""
"6/02/2013","Jamba Juice","JAMBA JUICE #201","4.08","debit","Food & Dining","CREDIT CARD","",""
"6/02/2013","Red Robin","RED ROBIN 416","23.08","debit","Restaurants","CREDIT CARD","",""
"5/31/2013","Dividendshare Dividend","DIVIDENDSHARE DIVIDEND","0.01","credit","Investments","PRIME SHARE ACCOUNT","",""
"5/31/2013","Transfer to PRIME SHARE ACCOUNT","Internet Transfer May 31 2013 15Transfer to 2725965-00","100.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"5/31/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","999.27","credit","Paycheck","SHARE DRAFT NO MIN","",""
"5/31/2013","Transfer from SHARE DRAFT NO MIN","Internet Transfer May 31 2013 15Transfer from 2725965-06","100.00","credit","Transfer","PRIME SHARE ACCOUNT","",""
"5/31/2013","Smith's Food","SMITHS FOOD #4136","28.27","debit","Groceries","CREDIT CARD","",""
"5/31/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","5.75","debit","Restaurants","CREDIT CARD","",""
"5/30/2013","Transfer to CREDIT CARD","CHASEAutomatic Debit","354.11","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"5/30/2013","Sonic","SONIC DRIVE IN #5024","14.80","debit","Fast Food","CREDIT CARD","",""
"5/30/2013","Corners Chiropractic A","4 CORNERS CHIROPRACTIC (A","15.00","debit","Health & Fitness","CREDIT CARD","",""
"5/30/2013","Wal-Mart","WAL-MART #4438","70.31","debit","Service & Parts","CREDIT CARD","",""
"5/29/2013","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","354.11","credit","Credit Card Payment","CREDIT CARD","",""
"5/29/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","650.00","debit","Student Loan","SHARE DRAFT NO MIN","",""
"5/29/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","354.11","credit","Paycheck","SHARE DRAFT NO MIN","",""
"5/29/2013","Hogle Zoo","HOGLE ZOO","12.75","debit","Amusement","CREDIT CARD","",""
"5/29/2013","Hatch Family Chocolates","HATCH FAMILY CHOCOLATES L","6.42","debit","Restaurants","CREDIT CARD","",""
"5/29/2013","Ssa Hogle Zoo","SSA HOGLE ZOO","4.00","debit","Amusement","CREDIT CARD","",""
"5/29/2013","Cinemark","CINEMARK THEATRES 089","10.00","debit","Movies & DVDs","CREDIT CARD","",""
"5/28/2013","Hainsworth Laundry","HAINSWORTH LAUNDRY","5.00","debit","Laundry","CREDIT CARD","",""
"5/28/2013","Maverik Cntry Stre","MAVERIK CNTRY STRE 200","2.45","debit","Gas & Fuel","CREDIT CARD","",""
"5/26/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","3.25","debit","Restaurants","CREDIT CARD","",""
"5/26/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","5.75","debit","Restaurants","CREDIT CARD","",""
"5/24/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","1015.64","credit","Paycheck","SHARE DRAFT NO MIN","",""
"5/24/2013","American Express","AMEX FEE DL 07263059883","8.00","debit","Credit Card Payment","CREDIT CARD","",""
"5/24/2013","Hainsworth Laundry","HAINSWORTH LAUNDRY","2.50","debit","Laundry","CREDIT CARD","",""
"5/24/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","3.00","debit","Restaurants","CREDIT CARD","",""
"5/24/2013","Delta","DELTA AIR   0067263059883","346.11","debit","Air Travel","CREDIT CARD","",""
"5/23/2013","Jason Deli","JASON'S DELI OREM","10.02","debit","Restaurants","CREDIT CARD","",""
"5/23/2013","Wild Ginger","WILD GINGER","48.74","debit","Restaurants","CREDIT CARD","",""
"5/22/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","5.75","debit","Restaurants","CREDIT CARD","",""
"5/22/2013","Wal-Mart","WAL-MART #1768","8.99","debit","Groceries","CREDIT CARD","",""
"5/20/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","603.00","debit","Student Loan","SHARE DRAFT NO MIN","",""
"5/20/2013","Transfer to CREDIT CARD","CHASEAutomatic Debit","148.02","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"5/20/2013","Vanguard","VGI-EX IDX INV    :  0098* *Automatic Debit","100.00","debit","Financial","SHARE DRAFT NO MIN","",""
"5/19/2013","Smith's Food","SMITHS FOOD #4136","5.33","debit","Groceries","CREDIT CARD","",""
"5/19/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","1.75","debit","Restaurants","CREDIT CARD","",""
"5/19/2013","Smith's Food","SMITHS FOOD #4136","18.53","debit","Groceries","CREDIT CARD","",""
"5/19/2013","Buffalo Wild Wings","BUFFALO WILD WINGS 0348","35.16","debit","Restaurants","CREDIT CARD","",""
"5/19/2013","Smith's Food","SMITHS FOOD #4136","7.92","debit","Groceries","CREDIT CARD","",""
"5/19/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","4.00","debit","Restaurants","CREDIT CARD","",""
"5/17/2013","Transfer to PRIME SHARE ACCOUNT","Internet Transfer May 17 2013 10Transfer to 2725965-00","200.00","debit","Transfer","SHARE DRAFT NO MIN","",""
"5/17/2013","Transfer from SHARE DRAFT NO MIN","Internet Transfer May 17 2013 10Transfer from 2725965-06","200.00","credit","Transfer","PRIME SHARE ACCOUNT","",""
"5/17/2013","Maverik","MAVERIK #399","53.17","debit","Gas & Fuel","CREDIT CARD","",""
"5/17/2013","Transfer from SHARE DRAFT NO MIN","Payment Thank You - Web","148.02","credit","Credit Card Payment","CREDIT CARD","",""
"5/17/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","3.00","debit","Restaurants","CREDIT CARD","",""
"5/17/2013","Zerochaos Payropayroll Deduction","ZEROCHAOS1                 PAYROPAYROLL DEDUCTION","999.27","credit","Paycheck","SHARE DRAFT NO MIN","",""
"5/16/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","3.00","debit","Restaurants","CREDIT CARD","",""
"5/16/2013","Smith's Food","SMITHS FOOD #4136","3.08","debit","Groceries","CREDIT CARD","",""
"5/16/2013","Burgers Supreme","BURGERS SUPREME","4.09","debit","Fast Food","CREDIT CARD","",""
"5/15/2013","Smith's Food","SMITHS FOOD #4136","28.23","debit","Groceries","CREDIT CARD","",""
"5/15/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","5.75","debit","Restaurants","CREDIT CARD","",""
"5/15/2013","Smith's Food","SMITHS FOOD #4136","10.66","debit","Groceries","CREDIT CARD","",""
"5/14/2013","Check 1112","SHARE DRAFT #   1112","165.90","debit","Charity","SHARE DRAFT NO MIN","",""
"5/14/2013","Transfer from PRIME SHARE ACCOUNT","Transfer from 2725965-00Transfer to Share Draft","100.00","credit","Transfer","SHARE DRAFT NO MIN","",""
"5/14/2013","Transfer to SHARE DRAFT NO MIN","Transfer to 2725965-06Transfer to Share Draft","100.00","debit","Transfer","PRIME SHARE ACCOUNT","",""
"5/14/2013","Vanguard","VGI-EX IDX INV    :  0098* *Automatic Debit","100.00","debit","Financial","SHARE DRAFT NO MIN","",""
"5/14/2013","Fedloanservicingach Transactionautomatic","FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit","250.24","debit","Student Loan","SHARE DRAFT NO MIN","",""
"5/13/2013","Internet Transfer Transfer","Internet Transfer May 13 2013 0:Transfer to 2696239-00","50.00","debit","Mobile Phone","SHARE DRAFT NO MIN","",""
"5/13/2013","Transfer to CREDIT CARD","CHASEAutomatic Debit","163.86","debit","Credit Card Payment","SHARE DRAFT NO MIN","",""
"5/12/2013","Red Robin","RED ROBIN 416","18.60","debit","Restaurants","CREDIT CARD","",""
"5/12/2013","Ba Adobe Lehi","BA ADOBE LEHI 51255545","2.75","debit","Restaurants","CREDIT CARD","",""
