Month,Day,Year,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
1,5,2014,Brigham Young Univ,BRIGHAM YOUNG UNIV,3,debit,Arts,CREDIT CARD,,
1,5,2014,Cafe Zupas,CAFE ZUPAS AMERICAN FORK,8.61,debit,Restaurants,CREDIT CARD,,
1,5,2014,Brigham Young Univ,BRIGHAM YOUNG UNIV,3,debit,Arts,CREDIT CARD,,
1,3,2014,Steam Games,STEAMPOWERED.COM,7.49,debit,Entertainment,CREDIT CARD,,
1,3,2014,Lowe's,LOWES #02293*,36.76,credit,Home Improvement,CREDIT CARD,,
1,2,2014,Netflix,NETFLIX.COM            NETFLIX.CElectronic Transaction,7.99,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
1,2,2014,Target,TARGET        00017517,15.05,debit,Shopping,CREDIT CARD,,
1,1,2014,Online Creditonline Utah 196 Nw State Road,"Online CreditOnline Credit #316156  UTAH COMMUNITY CU 196 NW STATE RD        AMER, 01-01-2014 @  3:40 Trace #010103402800007555 0101",70.6,credit,Income,REGULAR SHARE,,
1,1,2014,Online Creditonline Utah 196 Nw State Road,"Online CreditOnline Credit #316158  UTAH COMMUNITY CU 196 NW STATE RD        AMER, 01-01-2014 @  3:41 Trace #010103410500007556 0101",2000,credit,Income,REGULAR SHARE,,
1,1,2014,Dividenddividend,DIVIDENDDIVIDEND #12313,21.47,credit,Investments,REGULAR SHARE,,
1,1,2014,Online Creditonline Utah 196 Nw State Road,"Online CreditOnline Credit #316154  UTAH COMMUNITY CU 196 NW STATE RD        AMER, 01-01-2014 @  3:39 Trace #010103394400007554 0101",790,credit,Income,REGULAR SHARE,,
1,1,2014,Lowe's,LOWES #02293*,27.22,debit,Home Improvement,CREDIT CARD,,
1,1,2014,City,AMERICAN FORK CITY,37.67,debit,Utilities,CREDIT CARD,,
1,1,2014,Lowe's,LOWES #02293*,30.09,debit,Home Improvement,CREDIT CARD,,
12,31,2013,Smiths Fuel,SMITHS-FUEL # 9136 PROVO UT,37.68,debit,Gas & Fuel,Discover :,,
12,31,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,900,debit,Student Loan,SHARE DRAFT NO MIN,,
12,31,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,96.8,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
12,31,2013,Total Bond Mkt Index Inv - Dividend,Total Bond Mkt Index Inv - Dividend,0.66,credit,Dividend & Cap Gains,Vanguard Account,,
12,30,2013,Wal-Mart,WAL-MART SC - #2511 AMERICAN FORKUT,14.92,debit,Shopping,Discover :,,
12,30,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,96.8,credit,Credit Card Payment,CREDIT CARD,,
12,30,2013,Payment,Payment,390,credit,Loan Payment,Direct Unsub Stafford Loan,,
12,30,2013,Payment,Payment,60,credit,Loan Payment,Direct Unsub Stafford Loan,,
12,30,2013,Payment,Payment,450,credit,Loan Payment,Federal Unsub Stafford Loan,,
12,29,2013,Reams,REAMS #15,11.25,debit,Groceries,CREDIT CARD,,
12,29,2013,Sandy Di,SANDY DI,4.5,debit,Gift,CREDIT CARD,,
12,29,2013,Scheels,SCHEELS SANDY,3.21,debit,Fast Food,CREDIT CARD,,
12,27,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
12,26,2013,Venmoautomatic,VENMOAutomatic Debit,30,debit,Gift,SHARE DRAFT NO MIN,,
12,26,2013,Transfer from CREDIT CARD,VENMO                      CASHOPAYROLL DEDUCTION,30,credit,Transfer,SHARE DRAFT NO MIN,,
12,26,2013,Target Retirement 2055 - Long-term capital gain,Target Retirement 2055 - Long-term capital gain,0.07,credit,Dividend & Cap Gains,Vanguard Account,,
12,26,2013,Target Retirement 2055 - Dividend,Target Retirement 2055 - Dividend,8.07,credit,Dividend & Cap Gains,Vanguard Account,,
12,25,2013,Transfer to SHARE DRAFT NO MIN,Amazon.com,30,debit,Transfer,CREDIT CARD,,
12,24,2013,Target,TARGET AMERICAN FORKUT,43.94,debit,Shopping,Discover :,,
12,24,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,600,debit,Student Loan,SHARE DRAFT NO MIN,,
12,23,2013,Payrollpayroll Crown H,"PAYROLLPAYROLL #20429  CROWN H.C.         PAYROLL, 12-23-2013 @   : 0 Trace #091000010639171",1417.83,credit,Paycheck,REGULAR SHARE,,
12,23,2013,Venmoautomatic,VENMOAutomatic Debit,50,debit,Mobile Phone,SHARE DRAFT NO MIN,,
12,23,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,325.96,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
12,23,2013,500 Index Fund Adm - Dividend,500 Index Fund Adm - Dividend,120.49,credit,Dividend & Cap Gains,Vanguard Account,,
12,23,2013,Extended Mkt Index Inv - Dividend,Extended Mkt Index Inv - Dividend,8.64,credit,Dividend & Cap Gains,Vanguard Account,,
12,23,2013,Total Bond Mkt Index Inv - Long-term capital gain,Total Bond Mkt Index Inv - Long-term capital gain,0.23,credit,Dividend & Cap Gains,Vanguard Account,,
12,23,2013,500 Index Fund Inv - Dividend,500 Index Fund Inv - Dividend,8,credit,Dividend & Cap Gains,Vanguard Account,,
12,22,2013,Amazon,AMAZON MKTPLACE PMTS,17.62,debit,Books & Supplies,CREDIT CARD,,
12,22,2013,City,AMERICAN FORK CITY,29.72,debit,Utilities,CREDIT CARD,,
12,22,2013,Mt Timpanogos Temple,MT TIMPANOGOS TEMPLE,0.5,debit,Service Fee,CREDIT CARD,,
12,20,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,325.96,credit,Credit Card Payment,CREDIT CARD,,
12,20,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
12,20,2013,Payment,Payment,600,credit,Loan Payment,Federal Unsub Stafford Loan,,
12,19,2013,FTSE All-World ex-US Inv - Dividend,FTSE All-World ex-US Inv - Dividend,8.64,credit,Dividend & Cap Gains,Vanguard Account,,
12,18,2013,Wal-Mart,WAL-MART #2511,29.69,debit,Furnishings,CREDIT CARD,,
12,18,2013,Family Practice Clinic,FAMILY PRACTICE CLINIC,20,debit,Doctor,CREDIT CARD,,
12,17,2013,E State Harts,E STATE HARTS AMERICAN FORKUT,37.68,debit,Arts,Discover :,,
12,17,2013,Uheaaautomatic,UHEAAAutomatic Debit,937.22,debit,Student Loan,SHARE DRAFT NO MIN,,
12,17,2013,Check 1125,SHARE DRAFT #   1125,299.76,debit,Marc Tithing,SHARE DRAFT NO MIN,,
12,16,2013,Wal-Mart,WAL-MART SC - #2511 AMERICAN FORKUT,10,debit,Shopping,Discover :,,
12,16,2013,Home Depot,THE HOME DEPOT 4417 AMERICAN FORKUT,9.27,debit,Home Improvement,Discover :,,
12,16,2013,Wal-Mart,WAL-MART SC - #2511 AMERICAN FORKUT,23.41,debit,Shopping,Discover :,,
12,16,2013,WinCo Foods,"PIN PurchasePIN Purchase #185523  WINCO FOODS 895 N 980 W            Orem, 12-16-2013 @ 17:46 Trace #121617461800192608 1217",24.91,debit,Groceries,Free Checking,,
12,16,2013,Maverik Provo Atenetwork 325 South Street,MAVERIK-PROVO   325 SOUTH STATENETWORK ATM FEE,1,debit,Furnishings,SHARE DRAFT NO MIN,,
12,16,2013,Maverik Provo Ateatm 325 South Street,MAVERIK-PROVO   325 SOUTH STATEATM WITHDRAWAL,63,debit,Furnishings,SHARE DRAFT NO MIN,,
12,16,2013,Maverik Country,MAVERIK COUNTRY        PROVOElectronic Transaction,21.84,debit,Furnishings,SHARE DRAFT NO MIN,,
12,16,2013,Maverik Country,MAVERIK COUNTRY        PROVOElectronic Transaction,1.84,debit,Furnishings,SHARE DRAFT NO MIN,,
12,15,2013,Holiday Oil,HOLIDAY OIL #47,46.68,debit,Gas & Fuel,CREDIT CARD,,
12,14,2013,Online Creditonline Utah 196 Nw State Road,"Online CreditOnline Credit #164424  UTAH COMMUNITY CU 196 NW STATE RD        AMER, 12-14-2013 @ 11:08 Trace #121411082800004921 1214",40,credit,Income,REGULAR SHARE,,
12,14,2013,Online Creditonline Utah 196 Nw State Road,"Online CreditOnline Credit #164428  UTAH COMMUNITY CU 196 NW STATE RD        AMER, 12-14-2013 @ 11:08 Trace #121411085800004922 1214",114.05,credit,Income,REGULAR SHARE,,
12,14,2013,Online Creditonline Utah 196 Nw State Road,"Online CreditOnline Credit #164419  UTAH COMMUNITY CU 196 NW STATE RD        AMER, 12-14-2013 @ 11:08 Trace #121411080100004920 1214",50,credit,Income,REGULAR SHARE,,
12,14,2013,Costco,"PIN PurchasePIN Purchase #165359  COSTCO WHSE #0733 198 NORTH 1200 EAST    LEHI, 12-14-2013 @ 12:21 Trace #121412210007332000 1214",103.43,debit,Groceries,Free Checking,,
12,13,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
12,13,2013,Buy OtherShort-term capital gains,Buy OtherShort-term capital gains,2.63,credit,Dividend & Cap Gains,TRADITIONAL IRA,,
12,13,2013,Buy OtherDividends,Buy OtherDividends,0.01,credit,Dividend & Cap Gains,TRADITIONAL IRA,,
12,13,2013,Buy OtherLong-term capital gains,Buy OtherLong-term capital gains,8.81,credit,Dividend & Cap Gains,TRADITIONAL IRA,,
12,13,2013,Buy OtherLong-term capital gains,Buy OtherLong-term capital gains,4.42,credit,Dividend & Cap Gains,TRADITIONAL IRA,,
12,13,2013,Buy OtherDividends,Buy OtherDividends,3.29,credit,Dividend & Cap Gains,TRADITIONAL IRA,,
12,13,2013,Buy OtherDividends,Buy OtherDividends,3.85,credit,Dividend & Cap Gains,TRADITIONAL IRA,,
12,13,2013,Buy OtherShort-term capital gains,Buy OtherShort-term capital gains,1.35,credit,Dividend & Cap Gains,TRADITIONAL IRA,,
12,12,2013,Wal-Mart,WAL-MART SC - #5235 SANDY UT,9.55,debit,Shopping,Discover :,,
12,12,2013,Ross,ROSS STORES 00658 TAYLORSVILLE UT,54.46,debit,Clothing,Discover :,,
12,12,2013,Bear River Mutuainsurance,Bear River MutuaInsurance paymenAutomatic Debit,22.65,debit,Auto Insurance,SHARE DRAFT NO MIN,,
12,12,2013,Venmoautomatic,VENMOAutomatic Debit,6.25,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
12,12,2013,Melty Way,MELTY WAY,11.83,debit,Restaurants,CREDIT CARD,,
12,11,2013,Ross,ROSS STORES 00751 OREM UT,4.26,debit,Clothing,Discover :,,
12,11,2013,Big 5 Sporting,BIG 5 SPORTING GOODS 344 AMERICAN FORKUT,17.28,debit,Sporting Goods,Discover :,,
12,11,2013,Byu Campus Life,BYU CAMPUS LIFE SRV PROVO UT01111R,74.5,debit,Gift,Discover :,,
12,11,2013,Venmoautomatic,VENMOAutomatic Debit,10.5,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
12,10,2013,Payrollpayroll Crown H,"PAYROLLPAYROLL #19777  CROWN H.C.         PAYROLL, 12-10-2013 @   : 0 Trace #091000010657565",1002.49,credit,Paycheck,REGULAR SHARE,,
12,10,2013,Check# 1136check# 1136 #1136,Check# 1136Check# 1136 #1136,1444,debit,Andrea Tithing,Free Checking,,
12,10,2013,Check# 1138check# 1138 #1138,Check# 1138Check# 1138 #1138,25,debit,License/Registration,Free Checking,,
12,9,2013,North West Provoshare,88 NORTH 500 WEST      PROVOSHARE DEPOSIT,42,credit,Income,SHARE DRAFT NO MIN,,
12,9,2013,North West Provoshare,88 NORTH 500 WEST      PROVOSHARE DEPOSIT,100,credit,Income,SHARE DRAFT NO MIN,,
12,8,2013,Deseret Book,DESERET BOOK CO 37,8.19,debit,Books,CREDIT CARD,,
12,8,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
12,8,2013,Amazon,AMAZON MKTPLACE PMTS,134.65,debit,Books & Supplies,CREDIT CARD,,
12,6,2013,Holiday Oil,HOLIDAY OIL #47 AMERICAN FORKUT,36.77,debit,Gas & Fuel,Discover :,,
12,6,2013,Depositdeposit,DepositDeposit #78470,20,credit,Income,REGULAR SHARE,,
12,6,2013,Check# 1137check# 1137 #1137,Check# 1137Check# 1137 #1137,2100,debit,Student Loan,Free Checking,,
12,6,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,81.29,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
12,6,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,710,debit,Student Loan,SHARE DRAFT NO MIN,,
12,6,2013,Cinemark,CINEMARK THEATRES 343,17.5,debit,Movies & DVDs,CREDIT CARD,,
12,6,2013,Gold's Gym,PAC*GOLD'S GYM,27.78,debit,Gym,CREDIT CARD,,
12,5,2013,USPS,USPS 49017034501460418 AMERICAN FORKUT,33.58,debit,Shipping,Discover :,,
12,5,2013,Costa,COSTA VIDA PROVO UT,6.99,debit,Travel,Discover :,,
12,5,2013,Transfer to Free Checking,"FTT   XXX454-009FTT   XXX454-009 #120513  FT Transfer W/D, 12-05-2013 @   :45 Trace #",3000,debit,Transfer,REGULAR SHARE,,
12,5,2013,Transfer to Discover,"E-PAYMENTE-PAYMENT #19553  DISCOVER           E-PAYMENT, 12-05-2013 @   : 0 Trace #091000015886600",785.17,debit,Credit Card Payment,Free Checking,,
12,5,2013,Transfer from REGULAR SHARE,"FTF   XXX454-001FTF   XXX454-001 #120513  FT Transfer Dep, 12-05-2013 @   :45 Trace #",3000,credit,Transfer,Free Checking,,
12,5,2013,Asi Wikimedia,ASI*WIKIMEDIA,3,debit,Marc Tithing,CREDIT CARD,,
12,5,2013,Fresh Mkt,FRESH MKT PROVO,5.15,debit,Groceries,CREDIT CARD,,
12,5,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,81.29,credit,Credit Card Payment,CREDIT CARD,,
12,5,2013,11th Street Diner,11TH STREET DINER,17.74,debit,Restaurants,CREDIT CARD,,
12,5,2013,Payment,Payment,710,credit,Loan Payment,Direct Unsub Stafford Loan,,
12,4,2013,Transfer from Free Checking,INTERNET PAYMENT - THANK YOU,785.17,credit,Credit Card Payment,Discover :,,
12,4,2013,Crazy Mexican Taco,CRAZY MEXICAN TACO BAR II,12.26,debit,Restaurants,CREDIT CARD,,
12,4,2013,Chevron,CHEVRON 00203362,44.43,debit,Gas & Fuel,CREDIT CARD,,
12,4,2013,Haagen Dazs,HAAGEN DAZS ICE CREAM,5.73,debit,Fast Food,CREDIT CARD,,
12,2,2013,Purchasepurchase Bay Market,"PurchasePurchase #36162  BAY MARKET               GRAND CAYMAN KY, 11-29-2013 @  3:34 Trace #112903341576000169 1202",40.7,debit,Groceries,Free Checking,,
12,2,2013,Purchasepurchase Cayman Turtle,"PurchasePurchase #33622  CAYMAN TURTLE FARM       WEST BAY     KY, 11-29-2013 @  3:34 Trace #112903341575000128 1202",45,debit,Amusement,Free Checking,,
12,2,2013,Int Rsquo L,Int&rsquo;l Visa FeeInt&rsquo;l Visa Fee #33622,0.36,debit,Fees & Charges,Free Checking,,
12,2,2013,Int Rsquo L,Int&rsquo;l Visa FeeInt&rsquo;l Visa Fee #36162,0.33,debit,Fees & Charges,Free Checking,,
12,2,2013,Netflix,NETFLIX.COM            NETFLIX.CElectronic Transaction,7.99,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
12,2,2013,Sq Frogs Taco,SQ *FROGS TACO CANTINA,11.7,debit,Restaurants,CREDIT CARD,,
11,29,2013,Int Rsquo L,Int&rsquo;l Visa FeeInt&rsquo;l Visa Fee #7314,0.07,debit,Fees & Charges,Free Checking,,
11,29,2013,Purchasepurchase Dufry Mexico,"PurchasePurchase #7314  DUFRY MEXICO             COZUMEL QROO MX, 11-26-2013 @  3:31 Trace #112603311879968989 1129",9,debit,Pharmacy,Free Checking,,
11,29,2013,Purchasepurchase Dufry Mexico,"PurchasePurchase #9151  DUFRY MEXICO             COZUMEL QROO MX, 11-26-2013 @  3:31 Trace #112603311876968989 1129",10,debit,Pharmacy,Free Checking,,
11,29,2013,Int Rsquo L,Int&rsquo;l Visa FeeInt&rsquo;l Visa Fee #9151,0.08,debit,Fees & Charges,Free Checking,,
11,29,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
11,29,2013,Total Bond Mkt Index Inv - Dividend,Total Bond Mkt Index Inv - Dividend,0.65,credit,Dividend & Cap Gains,Vanguard Account,,
11,26,2013,4Checks,Check# 1134Check# 1134 #1134,300,debit,Office Supplies,Free Checking,,
11,26,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,750,debit,Student Loan,SHARE DRAFT NO MIN,,
11,25,2013,Payrollpayroll Crown H,"PAYROLLPAYROLL #19047  CROWN H.C.         PAYROLL, 11-25-2013 @   : 0 Trace #091000010715323",355.27,credit,Paycheck,REGULAR SHARE,,
11,25,2013,Depositdeposit,DepositDeposit #69342,1820,credit,Income,REGULAR SHARE,,
11,25,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,232.79,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
11,25,2013,Venmoautomatic,VENMOAutomatic Debit,6,debit,Restaurants,SHARE DRAFT NO MIN,,
11,24,2013,Chipotle,CHIPOTLE 1104,7.17,debit,Fast Food,CREDIT CARD,,
11,23,2013,Pin Purchasepin Reams 8725 South Highland Drive,"PIN PurchasePIN Purchase #991365  REAMS #15 8725 S HIGHLAND DR     SANDY, 11-23-2013 @ 22:34 Trace #112322340000802977 1124",50.35,debit,Groceries,Free Checking,,
11,22,2013,Fresh Mkt Am,FRESH MKT AM FORK SSS AMERICAN FORKUT,34.71,debit,Groceries,Discover :,,
11,22,2013,Smith's Food,SMITHS FOOD #4136 PROVO UT,17.77,debit,Groceries,Discover :,,
11,22,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,232.79,credit,Credit Card Payment,CREDIT CARD,,
11,22,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
11,22,2013,Payment,Payment,34.56,credit,Loan Payment,Direct Sub Stafford Loan,,
11,22,2013,Payment,Payment,282.08,credit,Loan Payment,Direct Unsub Stafford Loan,,
11,22,2013,Payment,Payment,102.48,credit,Loan Payment,Direct Unsub Stafford Loan,,
11,22,2013,Payment,Payment,59.52,credit,Loan Payment,Direct Sub Stafford Loan,,
11,22,2013,Payment,Payment,271.35,credit,Loan Payment,Federal Unsub Stafford Loan,,
11,21,2013,Online Creditonline Utah 196 Nw State Road,"Online CreditOnline Credit #971818  UTAH COMMUNITY CU 196 NW STATE RD        AMER, 11-21-2013 @ 21:40 Trace #112121400300001383 1122",820,credit,Income,Free Checking,,
11,21,2013,Online Creditonline Utah 196 Nw State Road,"Online CreditOnline Credit #971808  UTAH COMMUNITY CU 196 NW STATE RD        AMER, 11-21-2013 @ 21:36 Trace #112121363600001381 1122",237.7,credit,Income,Free Checking,,
11,21,2013,Online Creditonline Utah 196 Nw State Road,"Online CreditOnline Credit #971810  UTAH COMMUNITY CU 196 NW STATE RD        AMER, 11-21-2013 @ 21:37 Trace #112121372200001382 1122",13.7,credit,Income,Free Checking,,
11,21,2013,Check# 1133check# 1133 #1133,Check# 1133Check# 1133 #1133,60,debit,Andrea Tithing,Free Checking,,
11,21,2013,Cinemark,CINEMARK THEATRES 343,12.5,debit,Movies & DVDs,CREDIT CARD,,
11,21,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
11,20,2013,Chevron,0203362 CHEVRON 0203 AMERICAN FORKUT,35.96,debit,Gas & Fuel,Discover :,,
11,20,2013,Rita Ice,RITA'S ICE AMERICAN FORK,12.78,debit,Fast Food,CREDIT CARD,,
11,19,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,720,debit,Student Loan,SHARE DRAFT NO MIN,,
11,19,2013,Check 1124,SHARE DRAFT #   1124,288.24,debit,Marc Tithing,SHARE DRAFT NO MIN,,
11,19,2013,Maverik,MAVERIK #462,2.37,debit,Gas & Fuel,CREDIT CARD,,
11,18,2013,Two Jacks Pizza,TWO JACKS PIZZA,16.58,debit,Restaurants,CREDIT CARD,,
11,18,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,368.67,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
11,18,2013,Venmo Cashopayroll Deduction,VENMO                      CASHOPAYROLL DEDUCTION,22.25,credit,Paycheck,SHARE DRAFT NO MIN,,
11,18,2013,Payment,Payment,720,credit,Loan Payment,Direct Unsub Stafford Loan,,
11,17,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
11,17,2013,Wal-Mart,WAL-MART #2511,45.7,debit,Shopping,CREDIT CARD,,
11,17,2013,Ross,ROSS STORES #980,84.26,debit,Clothing,CREDIT CARD,,
11,17,2013,Chevron,CHEVRON 00203362,43.35,debit,Gas & Fuel,CREDIT CARD,,
11,17,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
11,17,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,368.67,credit,Credit Card Payment,CREDIT CARD,,
11,15,2013,Staples,STAPLES DIR00209908105 EUREKA CA,37.39,debit,Office Supplies,Discover :,,
11,15,2013,Target,TARGET AMERICAN FORKUT,20.14,debit,Shopping,Discover :,,
11,15,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,824.69,credit,Paycheck,SHARE DRAFT NO MIN,,
11,15,2013,Sags Fifth,SAGS ON FIFTH,8,debit,Service & Parts,CREDIT CARD,,
11,15,2013,Family Practice Clinic,FAMILY PRACTICE CLINIC,20,debit,Doctor,CREDIT CARD,,
11,15,2013,Wal-Mart,WAL-MART #2511,57.31,debit,Shopping,CREDIT CARD,,
11,15,2013,DMV,UTAH-DMV RENEWAL EXPRE,69.75,debit,Auto & Transport,CREDIT CARD,,
11,14,2013,UPS,THE UPS STORE #2476 AMERICAN FORKUT01473R,10.45,debit,Shipping,Discover :,,
11,14,2013,Fresh Mkt Am,FRESH MKT AM FORK SSS AMERICAN FORKUT,30.14,debit,Groceries,Discover :,,
11,14,2013,Check# 1132check# 1132 #1132,Check# 1132Check# 1132 #1132,107,debit,Andrea Tithing,Free Checking,,
11,14,2013,O'Reilly Auto Parts,OREILLY AUTO  00036467,23.47,debit,Service & Parts,CREDIT CARD,,
11,14,2013,Wal-Mart,WAL-MART #1768,4,debit,Shopping,CREDIT CARD,,
11,14,2013,Two Jacks Pizza,TWO JACKS PIZZA,16.58,debit,Restaurants,CREDIT CARD,,
11,14,2013,Jiffy Lube,JIFFY LUBE #968,120.56,debit,Service & Parts,CREDIT CARD,,
11,13,2013,Red Robin,RED ROBIN 416,38,debit,Restaurants,CREDIT CARD,,
11,13,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
11,13,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,309.82,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
11,13,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,449.14,debit,Student Loan,SHARE DRAFT NO MIN,,
11,13,2013,North West Provoshare,88 NORTH 500 WEST      PROVOSHARE DEPOSIT,395,credit,Income,SHARE DRAFT NO MIN,,
11,13,2013,North West Provoshare,88 NORTH 500 WEST      PROVOSHARE DEPOSIT,162.63,credit,Income,SHARE DRAFT NO MIN,,
11,12,2013,Wal-Mart,WAL-MART SC - #1768 OREM UT,21.84,debit,Shopping,Discover :,,
11,12,2013,Dreamhost,DreamHost  dh-fee.com,7.25,debit,Business Services,CREDIT CARD,,
11,12,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,309.82,credit,Credit Card Payment,CREDIT CARD,,
11,12,2013,Audible.com,Audible                888-283-5Electronic Transaction,1.34,debit,Books,SHARE DRAFT NO MIN,,
11,12,2013,Internet Transfer Transfer,Internet Transfer Nov 11 2013 0:Transfer to 2696239-00,50,debit,Mobile Phone,SHARE DRAFT NO MIN,,
11,12,2013,Payment,Payment,8.64,credit,Loan Payment,Direct Sub Stafford Loan,,
11,12,2013,Payment,Payment,400,credit,Loan Payment,Direct Unsub Stafford Loan,,
11,12,2013,Payment,Payment,25.61,credit,Loan Payment,Direct Unsub Stafford Loan,,
11,12,2013,Payment,Payment,14.88,credit,Loan Payment,Direct Sub Stafford Loan,,
11,10,2013,Paradies,PARADISE BAKERY & CAFE,10.71,debit,Shopping,CREDIT CARD,,
11,10,2013,Target,TARGET        00018143,15.2,debit,Shopping,CREDIT CARD,,
11,10,2013,Coneys Frozen Custard,CONEYS FROZEN CUSTARD,3.19,debit,Fast Food,CREDIT CARD,,
11,10,2013,Smith's Food,SMITHS FOOD #4072,10.28,debit,Groceries,CREDIT CARD,,
11,10,2013,Panda Express,PANDA EXPRESS #702,14.58,debit,Fast Food,CREDIT CARD,,
11,8,2013,Payrollpayroll Crown H,"PAYROLLPAYROLL #18311  CROWN H.C.         PAYROLL, 11-08-2013 @   : 0 Trace #091000015116146",1363.26,credit,Paycheck,REGULAR SHARE,,
11,8,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
11,8,2013,Venmoautomatic,VENMOAutomatic Debit,61.25,debit,Gift,SHARE DRAFT NO MIN,,
11,8,2013,Target,TARGET        00018143,7.76,debit,Shopping,CREDIT CARD,,
11,8,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
11,7,2013,Buffalo Wild Wings,BUFFALO WILD WINGS 0348,59.55,debit,Restaurants,CREDIT CARD,,
11,7,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
11,7,2013,Byu Ticket Office,BYU TICKET OFFICE WEB,22,debit,Entertainment,CREDIT CARD,,
11,6,2013,Acaydia School R,ACAYDIA SCHOOL PROVO UT00698R,85,debit,Tuition,Discover :,,
11,6,2013,Od Privilege Fee,OD PRIVILEGE#   1123Fee,30,debit,Fees & Charges,SHARE DRAFT NO MIN,,
11,6,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,1460,debit,Student Loan,SHARE DRAFT NO MIN,,
11,6,2013,Nsf Paid For,NSF PAID FOR#   1123SHARE DRAFT,84,debit,Mortgage & Rent,SHARE DRAFT NO MIN,,
11,6,2013,Walkers,WALKERS 01,47.88,debit,Gas & Fuel,CREDIT CARD,,
11,6,2013,Chick-Fil-A,CHICK-FIL-A #02575,11.68,debit,Fast Food,CREDIT CARD,,
11,6,2013,Gold's Gym,PAC*GOLD'S GYM,27.78,debit,Gym,CREDIT CARD,,
11,5,2013,Big Lots,BIG LOTS #04489 AMERICAN FORKUT,6.41,debit,Shopping,Discover :,,
11,5,2013,Chevron,0209539 CHEVRON 0209 OREM UT,41.4,debit,Gas & Fuel,Discover :,,
11,5,2013,Smith's Food,SMITHS FOOD #4072 PARK CITY UT,6.68,debit,Groceries,Discover :,,
